comment_er,level,comment_time,caption,content,support,object,feedback
猫,力荐,2021-09-26 16:39:50,中配电锯惊魂,记得多年以前看电锯惊魂，末尾竖锯站起来的时候，配合经典BGM，那一刻真的是鸡皮疙瘩起来，肾上腺素飙升，我想一步悬疑恐怖类的电影能让观众达到这种肢体感受已经是天花板了。多年以后，看过不少类型片后的自己，再难以对一部剧集产生那种触动感了。奈飞的实力不必累述，在加上,,,0回应
梦伴,推荐,2021-09-26 15:16:18,游戏结束，他说:“你们为什么要这样做？”,开始交代清楚了男主的性格，好赌，但是对家人很关心，通过人物之间的交集，也把主要人物以及之间的关系交代了清楚。而男主这样的一个负债累累的人毫无意外的参加了这场鱿鱼游戏。一边是紧张的游戏，伴随着枪响和满地的鲜血在进行着。一边是过着纸醉金迷生活的掌控者，他们平,1,,0回应
lbb,很差,2021-09-26 14:35:21,他把所有人当作牲畜,这里面的人，如果把他们都当作牲畜的话，反而会很珍惜那偶尔导演大发善意描写出的一丁点人性。就像正常人“人之初性本善”，而在这部剧里，那些红色的人、绿色的人，能有些善意的流动，都额能让“客官”激动。看着微博上的那些营销号，句句里都是夸赞，我都怀疑是不是收了大,1,,0回应
泺圣天,推荐,2021-09-26 13:55:22,导演你是多喜欢局内人啊，去马尔代夫喝莫吉托,这真是一部不一样的大逃杀类作品，游戏不多，一共就六个。第一集花了大量篇幅介绍男主，让我跟随沉浸入那虽有坎坷却平凡亲切的生活中，以至于木头人游戏开始时，忽如其来的血肉飞溅，让我诧异惊吓恍惚了好一会儿。第二集让众人投票回归平凡生活，真是神来之笔。之前看的类似作,,,0回应
Herstory,力荐,2021-09-26 13:28:03,比主角更鲜活的“我们双门洞的天才”,主角的人设我实在有些接受无能，说说男二尚佑。尚佑从小就生活在所有人的目光中，是母亲的希望是双门洞的骄傲，考入首尔大学学习金融，入职大型公司并出差海外，几乎是所有寒门学子的人生目标。我的表弟几乎也是这样的人。他是三姨家超生的孩子，为了这个孩子举家全国大逃亡,2,,0回应
蓝隐,推荐,2021-09-25 00:35:44,游戏继续,两天看完的。前面玩游戏还是挺不错的，场所的彩色楼梯多扇门，第一反应是霍格沃茨城堡。色彩很鲜明，整个游戏场所的设计也很新颖，包括尸体焚烧炉。最喜欢姜晓和她选的那个女生。尚佑有些太过了，脑子是不错但人品是负值，从他在糖饼不告诉奇勋开始，后来简直感觉比德秀还可怕,,,0回应
不停者,还行,2021-09-25 03:35:59,高开低走，还可以吧,看完了，一口气刷了四集。首先感觉其实是，主角成奇勋有主角光环。第一个游戏，看到其他人被枪杀，他懵了半天，被尚佑提醒必须往前走，快摔倒了被阿里抓住；第二个游戏，发现了汗能融化糖，更快的让糖从一整块上脱落，这个姑且算是能想出来的，是合理的，如果较点真，就是别人,,,0回应
美印兔兔照片书📖,暂无评价,2021-09-26 12:55:24,是我过度解读还是你们没留意？,表面看上去是人性，重度解读是地缘zz，我觉得导演最想表达的是对韩国甚至全世界负债率过高的担忧。第九集的42分52秒开始，“我国家庭负债率攀升的速度，在世界上依旧名列前茅。根据国际银行和韩国银行结算去年第三季度末，韩国国内生产总额与家庭负债的比率是,6,,2回应
鼹鼠很傻,推荐,2021-09-26 12:52:24,游戏规则本身,中秋周一口气刷完了鱿鱼游戏，观感体验本身是值得肯定的，暴力，悬疑，血腥，充满节奏感和思考。这类黑爽剧这个暑假看了三部分别是甜蜜家园，扫黑风暴和鱿鱼游戏。不同的故事及风格，但呈现了一些相似的思考。这里就说说鱿鱼游戏。鱿鱼游戏本身是456个现实社会的负债者走投无,1,,2回应
原上白鹿,推荐,2021-09-26 12:41:54,童年的消逝,儿童游戏，言简意赅的说，已经成为灭绝的物种。——《童年的消逝》看完《鱿鱼游戏》后的一天，我又点开第六集。123木头人、滑滑梯、椪糖和弹珠之类的游戏，还会在一代又一代的儿童中继续流传下去，当然了，儿童会有新的游戏，新的一代人会拥有属于他们的快乐，比如王者荣耀和,2,,0回应
李松林,力荐,2021-09-26 12:35:13,人性本恶，善良是文明社会的硕果,其实我觉得这部剧导演编剧最想告诉人们的是:人不是片面的，不能用简单的善和恶，好和坏来区分人，来简单的概括人。人这个高级“动物”是复杂的，有善良的一面，有自私的一面有，有慷慨的一面，有邪恶的一面……人在不同的环境下往往充当着不一样的角色，而角色的不同他们的目,1,,0回应
李松林,力荐,2021-09-26 12:35:12,人性本恶，善良是文明社会的硕果,其实我觉得这部剧导演编剧最想告诉人们的是:人不是片面的，不能用简单的善和恶，好和坏来区分人，来简单的概括人。人这个高级“动物”是复杂的，有善良的一面，有自私的一面有，有慷慨的一面，有邪恶的一面……人在不同的环境下往往充当着不一样的角色，而角色的不同他们的目,,,0回应
Luka,力荐,2021-09-26 12:18:36,双门洞的成奇勋不是白莲花，而是滥好人。,豆瓣5年，第一篇影评献给鱿鱼游戏，起因是看到别人diss男主人设又当又立，我想说说自己的看法，想到什么就写什么，随时补充。李政宰每个毛孔都是戏，我是他的影迷，自然就对男主附带好感，但是我觉得我更着迷于男主的人设，这样的成奇勋是最好的，是最契合剧本的存在，这也是,9,,2回应
kamen,推荐,2021-09-26 11:52:43,爽剧,反正就是看个爽剧么，爽就完了。什么社会深度，什么映射现实，whocares.据说好像有些情节经不起推敲？也许其中最经不起推敲的，就是男主的一些人设吧。在进游戏之前，感觉没有那么的正义善良啊，进游戏之后，绝大部分人性的闪光点都在他身上了，总感觉缺了一些铺垫。但是,2,,1回应
Paradox,较差,2021-09-26 11:43:22,故事过于拖沓,随便讲几句非常无聊的游戏，美其名曰童年回忆，实际上是对现实的无奈逃避，他们根本不想如何改善穷人生活，甚至还杀死了几百人。老爷爷仍旧是停留在赌博，观赏的原乐消费，因为一切了无生趣，只有恶，排泄物。在艺术商业化和商业艺术化的趋势下，美再也不能填补艺术客体的空无,,,0回应
响指,力荐,2021-09-26 11:41:47,《鱿鱼游戏》为何如此上头？,我们为什么喜欢强设定的竞争电影呢？其实，大多数观众是知道这类电影设定扯蛋、情感狗血、充满各种有意无意的过度解读。但这类内容越来越多，越来越受欢迎。一句话剧情简介：456人被带到荒岛参与赌命游戏，赢家将获得456亿，输的当场死。网文有无限流，电影从大逃杀这个系,2,,0回应
童湘,推荐,2021-09-26 11:16:35,童真的游戏，罪恶的杀戮,1、用最童真的游戏，行最恶劣的杀戮，到最后是因为生活没有乐趣，想找个朋友回顾回顾过往，再加上一堆看客寻求寻求刺激,,,0回应
Watermelon,暂无评价,2021-09-26 10:56:14,69美丽的数字？？？？,不懂，有大神给解释一下吗，为什么69下流。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。好可怕，,,,3回应
每天一个白煮蛋,推荐,2021-09-26 10:03:20,让我们玩个游戏，叫“love”,不错的大逃杀类作品，青虽然出于蓝，但在某些地方胜于蓝，还是不简单的优点：1.够紧张刺激。大逃杀类作品，首先就要让观众跟主角们一起感受生死一瞬间的那种紧张刺激，这是题材自带的必须要素，“鱿鱼”也是满足的。2.复杂的人设。在大逃杀类作品里，帮角色完成人物弧光的，,,1,0回应
α,推荐,2021-09-25 09:44:53,鱿鱼游戏,3.5。节奏调度太棒了！最紧张的时刻就切舒缓jazz或是音乐戛然中止。构图色彩音乐都很绝，暴力美学。喜欢椏糖一集死者从滑梯上滑落拖了一条长长的血迹以及拔河一集一列人死死拉着绳子被甩进空中的曲线。四尸体吊起来公示打破平等原则的下场。玻璃桥引爆。用童年游戏的方式来表现,,,0回应
空琢,较差,2021-09-26 08:49:48,"剧情糟糕, 故作高深, 名负其实","三天两头上知乎热榜,与其成天花钱买热搜,不如换个好编剧,整整自己那稀烂的剧情.这部剧无论运镜还是画面表现和质感,在剧集类影视作品里都算不错的.但剧情真的是相形见绌,堪称稀烂.配角角色刻画单薄,主角角色刻画失败,一个连自己母亲都不照顾的人,居然会在游戏里照顾",6,,0回应
蕞蕞蕞梅溪,暂无评价,2021-09-26 04:22:38,刚布,我想知道刚布有没有完美的答案1号说不分你我那最后真的就是不玩就能赢吗还是说1号本来就打算让男主赢。其实在这之前男主的种种我都能理解，但是他糊弄老头的时候，老实说我有点失望。女女那对很感人，但我觉得还是不够。美女的同归于尽我也觉得莫名其妙，太仓促了，我觉得,,,0回应
老白,还行,2021-09-26 04:18:17,也就那样吧,从《弥留之国的爱丽丝》追到这，满怀期待地打开这部剧。不能说大失所望，只能说也就那样。我不知道有多少人看过《赌博默示录》系列的动画，无论是从关卡设计，剧情反转（这两部好像没什么反转），男主个人能力，抑或是主办方的动机、背景。这两部剧真的完败。逻辑性不够强。,,,0回应
A      🔥李逍遥🔥,很差,2021-09-26 04:01:13,一点都不好看。三分。,一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三分。一点都不好看。三,,,3回应
Test review,很差,2021-09-26 03:56:51,有人的地方就有人性,真是令人厌恶的剧制作很不错，摄影演员灯光布景服装编剧化妆录音都很不错。可是为什么要拍这样一个故事啊？重点是还TA马疯狂宣传？本片的最后一场游戏才是故事的精髓。这种精髓很可怕，我相信百分之百的人都曾遇到过那种类似的情况，那么你有伸出援手吗？反正我没有,3,,0回应
Hlomes,推荐,2021-09-26 03:20:18,最后一集实时观感,打弹珠那里本来给五星。结尾完全不符合人物状态，与人物脱节的一塌糊涂。男主给老头坑死了，虽然是在他看来迫不得已，但也是手上沾血的人。最后突然圣母行为？男二从开始就是阴沉，利几，最后突然白莲花？？就雨里面打一架白莲花了？心灵净化大雨？男二最脱节，没有什么洗心革,1,,0回应
六州笑,力荐,2021-09-26 03:05:24,鱿鱼游戏其实有对应现实的影射，令人不寒而栗,一口气看完，觉得除了最后一集外，其他都做的非常好。有的人觉得关卡设计太简单，但我觉得有意思的是背后的影射，每个人说的话，其实都可以折射到现实中，但具体每句话来分析太累了，我就简单讲一下总体概括的，下面正文——鱿鱼游戏让我觉得不寒而栗的，是背后的影射。资本,7,,0回应
信徒,较差,2021-09-26 02:40:34,游戏部分不错，但主角和那个警察的槽点太多，夸张点说就是个败笔,我是通过一些视频博主对游戏部分的剪辑，觉着这好像还有点意思，然后就看了一下整部的电视剧；结果怎么说呢，好像也就只有游戏部分能看吧，差的电影、电视剧也不是说没看过，但这是我第一次想写点东西来吐槽一下。首先第一点：主角对游戏过程中认识老人的发烧和尿裤子所表现出,3,,0回应
梅雪,还行,2021-09-26 02:11:08,男主身上究竟什么品质，让终极Boss所看重,男主看得令人纠结，正如很多人所说，男主丝毫没有理性可言，价值观又自相矛盾，猪脚光环加身要赢，还要立牌坊，这是本剧的缺点也是最被人诟病的地方。但从另一方面，男主的刻画也符合他的阶层特征，普通的底层人很多真的是价值观自相矛盾的，男主偷母亲养老金是不孝但正是为了,7,,2回应
巅峯,暂无评价,2021-09-26 01:26:39,没人看出政治隐喻吗,这不就是现今韩国现状的隐喻吗？游戏观赏者不就是美中俄等大国吗，面具就交待了啊，尤其还有说英语和中文“好雨知时节”，太明显了。游戏设计者和执行人隐喻的韩国大财阀和政治高层啊，实际只是大国意图的执行者。游戏参与者隐喻底层人，疯狂内卷只为爬到上层，缺不,,,0回应
哇啦哇啦,暂无评价,2021-09-26 01:16:31,创作学习笔记 自用 210926,这个故事是怎么写出来的？如何学习和复制？这种非现实主义的故事，很精妙的一个点，就在于对现实的关照和影射。故事本身的搭建，某种意义上来说就是快乐大本营或者是新西游记当中有些创意游戏换个方向的极致呈现。我想起前两年看的另外一个片子《饥饿站台》。[饥饿站台]也是,,,0回应
重罪巡回听审庭,还行,2021-09-25 23:30:18,“那在后的必在前”,鱿鱼游戏这样的剧势必会引入的隐喻观众都有预期，末世与TheRevelation，圣子与拯救等等，挺司空见惯了。不过这次我觉得蛮有意思的，是因为贯穿始终的是关于数字（排序）的言说。老爷子是第一个数字，男主是最末的数字，这个谜面或许本来就来自《新约》文本，希腊字母表里的初,1,,0回应
墨殇,还行,2021-09-25 23:18:21,故事一般，只能算是下一部的前戏,额，如果把男主当做天真善良的气运之子，再把这部剧当做男主成长爽文，也算能接受男主的优柔寡断，也就不难接受了。因为在这之前没看过《赌博默示录》，所以觉得设定还算能接受，就……故事一般吧，还是比较期待像男主这样的“废物”如何有能力抗争“反派”，毕竟他什么能力也,1,,0回应
浪漫设备,推荐,2021-09-25 22:35:14,The jungle rules,看完感觉还有一口气噎在喉管里后劲太强了看完最深的感觉是演员选角很给力场景布景也很深刻剧情里大部分的隐喻都做的很到位算是一个让我深刻的剧/先写点我觉得不太满意的好像是这种生存游戏机制的影剧都存在很刻板的模式我可以从这一部剧里看出很多其他影视也同样出现,1,,0回应
司若尘,推荐,2021-09-25 22:10:11,《李技工的下岗再就业故事》,我啃老、赌博，对不起孩子和孩子他妈，欺诈老人还振振有词，但我知道自己是个好人；靠嘴炮和圣父之光闪耀赢得了460亿韩元。大家好，我是位面之子·成奇勋，下次游戏我还来。以上就是网飞新剧《鱿鱼游戏》的剧情概要。孔刘➕李秉宪➕李政宰=0，片名不如改为《李技工的下岗,,,3回应
守夜小猪,暂无评价,2021-09-25 21:58:37,一锅佛跳墙材料做出的东北乱炖,演员很优秀，每个人都很敬业，在韩国这口饭不是那么容易吃，每个人都很出彩，都很投入。配乐，灯光，道路，布景这些，也都是一流大制作的手笔。剧情开始，就是高能，层层推进，尺度足够大，跟看爽文一样，不考虑跟岛国雷同的情况下，至少开头还是非常不错的。可是，剧情越到,,,0回应
LDCPF,推荐,2021-09-25 21:16:15,《鱿鱼游戏》随便写写,1、画风，人物，场景，是最先吸引我的地方。有纪念碑谷的马卡龙，有楚门的世界的空间感，还有千里马超市的那种无厘头的精致感，也有布达佩斯大饭店的异域色彩。所有带着面具的工具人，红衣人，黑衣人，还有奢华离谱动物世界般的贵宾人。就是这个奇异的画风吸引我一直看下去2、,,,2回应
petrichor,力荐,2021-09-25 21:04:42,资本的游戏,看完之后头很痛，于是睡了一下午来缓解。悲伤里夹杂着愤怒，愤怒中夹杂着怜惜。复杂的情感就像鱿鱼一样在我脑子里游来游去。其实跟这部剧类似题材的电影有很多，让我想起了饥饿游戏，重点放在一个反抗上面。而这部剧的话更多是在表现这个游戏中每个人物的状态，每一个人物的行,,,0回应
阿呆很忙,还行,2021-09-25 20:57:29,《鱿鱼游戏》看爽了就行，其他的要求不多,人物1.男主前期后期性格差异过大，后几集男主和男二的矛盾过于夸张，过分拔高男主的白莲花体制，因为前面他赌博，对老妈不闻不问，玩游戏作弊本身证明他也不是一个善良的人，却在后面为了制造和男二的冲突，增加戏剧张力，因为姜晓的死和质疑玻璃厂男的死和男二的冲突有些过,1,,0回应
蓝雪人,推荐,2021-09-25 20:41:37,看鱿鱼游戏的胡思乱想（感谢我党掀翻了劳动人民身上的“三座大山”）,一、真正让我不寒而栗的，是资本无序扩张，资本真正剥削带来的冰冷和残酷。这个游戏的思维，是完完全全的西方零和博弈的思维。赢家通吃。老祖宗打江山，掀翻了劳动人民身上的“三座大山”，老祖宗浴血奋战，建立的新中国。不能说完美无缺，不能说完全的在阳光下的。但是他总体,6,,0回应
热播韩剧社,推荐,2021-09-25 16:46:46,一夜屠榜豆瓣，这爽剧「杀疯了」,Netflix出品的新剧很多人感觉看完意犹未尽，简直爽爆了！今天就来说一说这部新剧！！！《鱿鱼游戏》오징어게임本片主演，青龙影帝李政宰，李叔真的不用多说。我相信他作为一个成熟演员，挑选作品的眼光和判断。大叔已经奔五的年纪了，但状态维持的很好，不显油,,,0回应
Fion,还行,2021-09-25 19:04:10,个人感觉算烂尾了三分之二？,本来最后一集看到三分之二处我已经开始骂了，这男主拿了钱不干事，颓废一整年，那你兄弟的老妈，姜晓的弟弟还有阿里的老婆孩子怎么办，你们来参加游戏不就是为了钱为了家人么，你要颓废先给点钱给别人再颓啊，放在银行里生灰是个啥意思啊还有和老头的那个赌，我真的看笑了，老,,,0回应
叫我俗人,还行,2021-09-25 17:11:03,对不起，我只是想找个理由弄死你……,马马虎虎看完了全程，尽管以欣赏的态度告诫自己要认真，还是忍不住分心了。赌上性命的童年游戏，包含了过往美好的回忆，也算是对大人的一种警告吧。看过《动物世界》的人一定会对这部作品似曾相识，两者都是描述在社会底层苦苦挣扎的人，前途渺茫，为了满足欲望参与富人的实,,,0回应
展卷,较差,2021-09-25 16:56:46,让我们扬起铁锹,就这？就这？就这？如果说这是第一季开始挖坑的话，我也的确无话可说，但是这也没啥新意啊，赌博启示录比这更紧凑吧，大逃杀比这简单明了吧，有些东西都不知道编剧要怎么圆，四百多人的大逃杀游戏，服务人员得多少，从剧中看至少要二百多人吧，这就是六百人，六百人吃喝拉撒都,,,1回应
小星星,还行,2021-09-25 16:20:02,这是一个有那么多资本策划游戏筹备奖金，却没有钱多装几个监控的故事。,这是一个有那么多资本策划游戏筹备奖金，却没有钱多装几个监控的故事。全员演技是有的，紧张氛围还算到位，但整体编剧逻辑说不通，比如警察潜入那段给我看笑了，就这？完全把这么多工作人员当瞎子。潜入这么久手机录了那么多视频照了那么多相，他们上岛之前只查参与者而从不搜,,,0回应
机械的非正常人,还行,2021-09-25 15:53:03,关于爆火影片背后的深思,NETFLIX新剧集【鱿鱼游戏】看了太多类似的题材导致这部剧没什么出彩的地方…相比而言平平无奇主要在于导演想让每个人童年玩过的游戏成为杀人游戏的反差不够，比起感官刺激更强烈的同类型片又不够烧脑刺激，擅长描述人性的导演在这部剧集中人性的展露也不够彻底，几乎都是合理,,,0回应
😀ོ,暂无评价,2021-09-25 14:28:16,鱿鱼游戏，男主圣母心,在抖爸爸那看到剧透，所以找了这个电视剧看看。其实一开始没有很期待这个电视剧能媲美日剧那些欺诈游戏，但中间那几场游戏还是很能体现人性的扭曲。比如拔河和跳玻璃那两段的描述。最后两集有点让我看不下去。男主圣母心爆表，两人的打斗，包括最后想要放弃游戏，到男二这么一,,,0回应
怪蜀黍的棒棒糖,还行,2021-09-25 13:38:58,bug太多，无法理解,随便说几点。1、男主离开游戏一年，到钢布出现为止号称一分钱没花（不取走了10000吗？可能银行利息补上了吧），那请问他几个亿的债是怎么还的？2、男主第一轮游戏就踢走了向他求救的人，第三轮拔河，理论上所有幸存者都是杀人共犯吧，第四轮又为了赢游戏骗老头，男二为了赢游,,,2回应
Ty*,推荐,2021-09-25 13:18:14,平等但无法苟活,这部剧给我一大感受是非常饱满的人物性格刻画，尤其是韩美女，德秀、主角、男二、阿里都刻画的蛮好的。其次是，这部剧里宣扬的一个令人毛骨悚然的观念：给在外界活不下去的弱者一个平等竞争的机会，在这里，最重要是公平。456个人，死的只剩一个，是因为游戏不公平吗？我想不,,,0回应
angell文,还行,2021-09-25 12:41:10,垃圾人，就算你给他一个重来的机会，他也还是垃圾,从第一集开始，男主就非常得让我感到不适，小女儿根本没有必要叫他“爸爸”，小女儿未来估计也不会过得特别好，如果她没有一个正确的三观，而是不断可怜她那个垃圾父亲。唯一庆幸的是他的妻子找到了好的归属，没有被他毁掉一生。男主赢了游戏之后，一开始是不想用那笔钱，但是,2,,0回应
蝴蝶你个黄油拂,推荐,2021-09-25 12:23:00,暴风雪山庄式的人性游戏,我是这类型的爱好者，想看的我可以推荐很多。评论区说过的《大逃杀》《赌博默示录》《欺诈游戏》《饥饿游戏》，我觉得暴风雪山庄类型就与这个很相似，日剧《轮到你了》，《3年a班》，韩漫《争夺游戏》《金钱游戏》《密室逃生》《家》，小说电影可太多了，说个经典的《无人生还,1,,0回应
MAPLE,很差,2021-09-25 12:21:01,一部高分剧，被男一号败坏,开头可以9.0的高分剧，后面可以说因为那个naocan男一号变成7.0，虚伪的男一号！你以为他善良？！只是伪善罢了，只是他为了自己的利益为了钱罢了！sha了人还不承认的伪君子！一个你死我亡的游戏，你开头圣母可以理解，从头到尾圣母。不愧别人骂他是fw，老婆离婚，爱赌博，爱赛马,,2,0回应
正壹春菜,力荐,2021-09-25 10:48:30,9/11的前傳 【巨塔殺機】和20年後的【魷魚遊戲】（有輕微劇透）,9/11的結果與其說是恐怖主義的勝利，不如說是民主政體不可以治癒的缺陷。但並不妨礙西方民主制度依舊是人類社會到目前為止最好且最合適的社會治理制度。接連看了【魷魚遊戲】和【巨塔殺機】，隱約感覺兩部電視劇之間的一絲微妙關係。民主國家的程序正義是一個重要的立國之本,,,0回应
天线婊婊,暂无评价,2021-09-25 10:16:16,在成人游戏里，底层的人没有金手指,社会就像一个金字塔结构的巨大机器，由无数个体组成，每个人只是这个机器上微小的零件。这个金字塔型的社会可以简单分为三层：底层、中层、和上层。剧中的456位游戏参与者属于底层，底层人口基数最大，在社会发展浪潮里最扛不住风险，所以最容易被操纵。红衣人、黑面具人、一,,,0回应
你先走,暂无评价,2021-09-25 09:34:48,四不像的鱿鱼游戏,自从日本导演深作欣二2000年的电影《大逃杀》以来，“大逃杀”类型作品深得制作方和受众的喜欢，美国电影《饥饿游戏》，日本剧集《弥留之国的艾莉丝》等等，都是代表作。在其他领域的影响也很大，火了几年的吃鸡游戏，最初起源也在《大逃杀》。这就是软文化的魅力，它会溢出原,,,0回应
謫仙人,力荐,2021-09-25 03:13:04,别骂人家了，其实我们也都是“贵宾”啊！,最后反转的有点电锯内味了（不过我早就猜到了，有个摘面具时露出白头发的镜头和枪毙时镜头反常的遮挡运镜）前者老套了，后者还算隐藏的深，把观众代入到男主的心情里，认为不拍枪毙镜头是为了衬托男主的不忍回首，可倒霉就倒霉在前面先出现了露出白头发的镜头，后面才接的老头,1,,0回应
ԅ(¯﹃¯ԅ),力荐,2021-09-25 00:57:11,这不还是之前喷真嗣的那些人,所以不论看一个电影，一个连续剧，一本小说甚至一个新闻。主线或者主角，必须三观正到一柱擎天那种？或者哪怕有“瑕疵”，那必须先抑后扬痛改前非变为纯洁心灵的化身？那大伙身边或者各位自己，哪一个现在可以坦言自己“无私利他”，做任何事都是“清清白白”毫无私心？更何,4,,0回应
不停者,还行,2021-09-25 00:06:37,吴一男的最后时刻（指的是弹珠游戏那，是即时感受）,刚看完第六集，太伤了太伤了，最开始看到456个参加者中居然有一个老人的时候，我挺惊讶的，作为一个年老且得病的人，在玩游戏的时候是很不占优势的，我心里想的是不要对他有了解有偏爱，因为他估计很快就会死的，到时候会很伤心，就冷眼客观旁观每个人就好了。前面几个游戏这个,,,2回应
AprilXing,推荐,2021-09-24 23:34:51,Netflix这个大数据推动的特性又一次显现?,前面还好，看完最后一集，懵逼半天，吐槽半天，看大家在豆瓣吐槽半天，我觉得大家写的都挺好，逻辑硬伤真的到处都是，还基本每个人都有，大家也都写的七七八八了。放下手机刷着碗的时候突然想到，这个剧情的硬伤根源从一定程度上要倒推来看,1,,0回应
李唐星辰,推荐,2021-09-24 23:26:52,钱能买来快乐吗？,男主一直在追问：为什么要做这么残忍的游戏？答案呼之欲出，为了有钱人的快乐！好残忍，好现实。古罗马的斗兽场，古代用囚犯围猎，各种残虐的背后都是骄奢淫逸的狂躁和变态的发泄。人解决了温饱，在物质上没有追求，如果没有精神的向往，就容易成为需要不断寻求刺激的“疯,1,,0回应
瓜呱呱呱呱,还行,2021-09-24 23:22:43,主角人设是最大败笔,剧情属于循序渐进的那种，除了第四个玻璃球（第6集）情绪有感染到，其他的游戏感觉一般，后期对人性的刻画还是可以的，总共6个游戏，从第4个开始才慢慢走上正轨，个人感觉，前面的剧情似乎都有点“水”了，不够紧凑，不必要的环节很多，重复出现的台词只会显得男主角很啰嗦，对,1,,0回应
南泉朔,暂无评价,2021-09-24 23:16:30,抛开故事情节，韩剧的拍摄手法肉眼可见的不断的在提高,老早之前韩剧大都是以言情为主故事情节比较曲折抓人，但就是略拖沓，看了十多年的韩剧也见证了韩剧从老掉牙的撞车，癌症，不是亲兄妹慢慢不断创新到这几年丰富多彩的剧型，像信号、请回答系列、机智系列、棒球大联盟、天空之城以及前段时间较火的顶楼，从这些剧可以看出不仅故,1,,1回应
•,暂无评价,2021-09-24 22:39:49,被男主的人设恶心到了,"苍天啊，这部剧简直就是我最近看的最闹心的韩剧没有之一，食之无味，弃之可惜，烂尾烂没边儿了,编剧想抖机灵完全没抖起来，意图都是脱离实际的明显，刻意的想立人设，结果男主的人设最后崩的一塌糊涂，想效仿美剧树立个人英雄主义，但是编剧明显没有那个水平，既想保留高分韩剧",2,,0回应
_(:3_ヽ)_,还行,2021-09-24 22:38:52,鱿鱼游戏看完，忍不住想说（剧透慎入）,对于看过欺诈游戏、赌博默示录、大逃杀等等剧的我表示，已经被日剧荼毒的啥也不剩了从第一个一二三木头人游戏就看出老爷爷是大boss，有人死了爷爷反而更兴奋奔跑，一点意外感或者不适都没有还有男警察这条线智商太不在线太突兀，所以猜到了大黑猫是他哥，这条线也是可有可无,,,2回应
Dennis,还行,2021-09-24 22:36:22,缺少世界观 烂尾了,1-7集能得9分，第8集得6分，结局得5分，总得来说还是烂尾了！整个剧情设计很出彩，但是缺少一个同样出彩的世界观为了灵魂，这导致了最后无法收尾！只能用让富人开心来表达人类的傲慢与偏见，配角演的更加真实，主角却十分中二与矫情，十分垃圾。整个结局只有背后大佬用整个游戏,,,2回应
洛可可,暂无评价,2021-09-24 21:48:01,鱿鱼游戏1天刷完了,李政宰的剧本感觉都挺好看的😃，外加某人在INS说自己看着看着这个电视剧，连时间都忘了，非常好看，要求大家一定要看，我就也看了。果然，还是很不错的，编剧还是很用心的，很多小心思小细节。场面也很现代化，也很有带入感。这个剧里，每个人的性格都是很鲜明的。很有对比,1,,0回应
Nurqut  Tori,暂无评价,2021-09-24 20:46:52,我的海报,我给你们最新改变的海报来了《鱿鱼游戏》（韩语：오징어게임，英语：SquidGame），于2021年播出的Netflix韩国原创剧，本剧由电影《南汉山城》、《熔炉》的导演黄东赫执导和编剧。讲述参与高达韩币456亿元奖金的神秘生存节目所发生的故事。Netflix于2021年9月17,,,0回应
wind,还行,2021-09-24 18:59:32,可怜之人必有可恨之处,男主真的让我有点无语，其实这里面的人都不值得同情，他们都是因为贪欲犯了自己无法挽回的错误，还有里面那个警察，帅是有点帅的，但是无脑也是真的无脑，怎么会一点计划不做就闯进敌人的阵营，还误打误撞进了大boss的房间发现了秘密？反而是男二，恶毒也恶毒的很真实，不像男,,,0回应
Anana,推荐,2021-09-24 18:32:50,开局炸裂，结尾扯淡,☕开局炸裂，结局为了拔高人性，完全不够精彩，与开场的精彩相去甚远☕姜晓得死如果只是为了黑化向佑，那么她的戏有点多，本来期待的三足鼎立的精彩，秃然变成两人雨天互殴，可惜啊可惜！☕前一天晚上还要跟姜晓联手干掉睡熟中的向佑的成奇勋，忽然在赢得最后胜利的时,,,0回应
Know Thyself,暂无评价,2021-09-24 18:22:24,鱿鱼游戏 — 这些线索带你找到大boss,本文有剧透，慎入。有没有跟我一样特别喜欢这种题材的朋友？很多年前看过日本拍的欺诈游戏，也是类似套路，但是《鱿鱼游戏》在人物刻画上更加饱满，剧情冲突更精彩。我从第二集开始就有了一些大胆的推测，直到第七集就全部明朗了，现在我们来发分析分析前几集里隐藏的关于大,,,6回应
胡桃,力荐,2021-09-24 18:12:17,别笑男主其实我们人人都是赌徒,如果吃屎能赚钱，能吃到他破产。找富婆/要求另一半月收入XX万等等。如果真有这样的机会在你面前你会去做么？此时是不是一个赌徒呢？喷男主赌徒，估计是片中拿母亲的钱去赛马。反驳1男主赢钱后就收手了而不是一直赌博还债，2被打耳光得到的钱也交给母亲了。3你们见过几个这,2,,0回应
