,user_name,reviews_title,user_reviews,rank
1627,mrgsaunders-155-66998," Shocking dubbed by mr bean in his bedroom
",NAN,10
1628,hopelorinn," Frustrating...
",Good The thing is they are stretching It out. Story and all things are good but The concept if a new one in the web series world.,8
1629,msnawar," Not a new idea
",Squid games us tge alternate version of anime kaiji the ultimate survivor....is awkward how peps steal a work of anime artist and produce it as a mind blowing web series.... although squid game perform well and they complete one thing that's lacking in anime is gud face expression and they done a great job in direction and if u like squid watch kaiji too ... same experience...,1
1630,hrtslife," Somewhat decent show but far from being a cinematic master piece
",On episode two and the only reason I will watch more is in hopes that it will get better. I do see alot of potential and hope that the games are what brings it together.,9
1631,jon-166-507448," An honest review.
",If you don't want peace in your life for some days..plz watch this in one go...its most horror breath taking movie without any ghost movie...dammm good...dammm..,10
1632,kirsten-kairuz," Entertaining but don't understand the hype
","Binge watching till the end of the nine episodes!Anxiety, horror, anger, fear, compassion...with all the mixed feelings. Korean series are always good at capturing the humanity in people and the depression of the society. Hopefully there's Season2 coming! TBC...",8
1633,eliasbiya8," A must watch Korean series
","Squid Game has one of the most incredible and unimaginable plots I have ever seen, it starts off with introducing the main character and his primary conflicts in life and how later on he is introduced to the game where he meets several other players to win the cash prize of a 46.5 billion. I wouldn't particularly call this show a masterpiece but it is quite near the mark, it truly depicts of how far humans go can to the deepest extent for their personal gain, the acting is outstanding and exceptional, it is so exquisite that you can feel the character's emotion running through your mind. Each episode just increases your curiosity more and more, that's what makes it extremely interesting, all together it was a meaningful series , the series started of exceptionally good however the ending is something which isn't satisfying at least in my opinion, you can watch and find out for yourself. Although I don't prefer watching Korean content , this is surely one of the reasons I would love to explore more Korean content.",9
1634,max_indigo," The violence is not the problem
","A modern day battle Royale. A treat for the eyes.....,. ....... .......",6
1635,caitlin_marie," Sooo good
","This series tells about how powerful the money is which can kill people by making people play children game's.this series also teaches the importance of friends, family.",7
1636,bernielosa," A captivating and gory critique on capitalism
","One of the best series on Netflix. The series is thrilling, emotional, exciting and addictive.",1
1637,youssefmourad," ""Hunger Games"" + ""Parasite"" = ""Squid Game""
","Surely a director show we can see it's presented exactly the way he wanted never tried impress anywhere just that raw like natural way I liked very much, it hits differently I you watch it next time after knowing the final episode, definitely in my top favs.",6
1638,boxigor," Recycled ideas all over the place
",It's a pretty good drama.it's not like most kdrama very different for a k drama the plot is great you should watch it it's pretty good.,10
1639,ryanbitzer-20118," Twisted but Intriguing!
","I think the actors made this fantastic, some of the best character development I've ever seen. I was so invested I felt torn in some scenes! I agree with another comment about it making you uncomfortable but it was done really well! I really really hope there is a second series! Congratulations for all involved! I also applaud using a predominantly Korean cast as this gives people in the film industry there a time to shine!",10
1640,vasilyaartemov," A very good Korean series
",Loved the story overall but some important parts did not make any sense.,7
1641,blny," Terrible
",One of the best serials i've ever seen!!😍Watch it with no doubt.,4
1642,bishtkrishna," Overrated
","This drama is probably one of the most compelling battle royale content out there. The last episode was a bit boring as it tried to set up a bridge towards season 2, but overall the dram has a really interesting storyline.",9
1643,mojavecali," It's great but
",NAN,3
1644,jason-30766," Masterpiece
","I see a lot of shows like this that start with a good idea but often fizzle out by resorting to common dystopian clichés like forgettable actors and leads, predictable plot lines and character choices, and the like.I was pleasantly surprised by Squid Game! It engages lots of different subplots in addition to the main game, and manages to make each one very invested and entertaining. If you're someone who wants some fresh takes on the thriller/dystopian scene, pick this show! It'll keep you gripping your seat, theorizing with your friends about who will live and who will die, in and out of the game itself. I had so much fun with this show and recommend it to any group of morbidly curious friends.",10
1645,damir-46548," One of the best series in a long time
",NAN,3
1646,Dionice," Overrated but okay.
","I give 10 out of 9⭐ for this masterpiece go and watch it. This series was blockbuster of 2021 and is awesome series and emotional scenes are best of this series it's story mind blowing Netflix's blockbuster series of the the world and South Korea I watched 9 episodes full entertainment and full drama I want season 2 soon
This is my review maine itne saalo Tak bahut saarii web series dekhi per ya wali kuchh alag hi hai aur ismein ki series a jaye to maja aa jaaye.",6
1647,rajc-04996," No spoiler
",NAN,9
1648,rahulalia," WOW JUST WOW!!
",This movie is fantastic. A new topic that is best addressed.,8
1649,kevinlevinski," The Dream of Horror Fans
",This Is another Netflix Master Piece Web Series egarly waiting for next season.,8
1650,eagle_eyes2," Show Adds Morals and Is Captivating
",One of the best series of 2021 i must say.Too Unpredictable....was fun to watch.,2
1651,jacobssonhugo," All that build-up just for the VIP:s to ruin it
",NAN,10
1652,silencial," Good but very predictable
","Korean cinema has been surprising a lot and squid game brought a very well constructed plot following a line of facts that interconnect very well with each other, I loved the way the suspense left nothing to be desired and has an amazing plot. Great!",1
1653,johncvw," Great and somewhat disturbing but you can't stop watching it
",I totally love it so i will give it 10/10. A s a matter of fact all actors were incredible in their acting but the vib were not.,10
1654,adinarayanamoorthychanukya," Not worth the hype
",Here is why:1- bad casting.2- cringe acting.3- waste of time.4- plot is so freaking obvious.Overall it is overrated and boring to watch almost made me break my screen of how awful the main character is + the rest of the crew are as bad as him.,5
1655,khageshjain," OVERHYPED !!
","It has great suspenful moment and with decent to good character development. Due to this, a lot of the character death are painful to watch. It's definitely reccomended for those who love thriller. Plotwise, I would say it's decent enough to keep u watching and drive the story forward.",9
1656,carlyknight," Watched in one day
",NAN,3
1657,boyzedecahas," A bit of the ultra violence
",My first K Series ever and I was not disappointed. The story and acting were both amazing.,10
1658,susada," Excelent
",I would never thought that a show could blow my mind that much its really deep and also very dark i recommend it for everyone with a strong mind. One of the best shows ever.,10
1659,zoran_nuneski," OVERRATED
","Too depressing, im gonna go cry now. I'm glad people like it tho.",10
1660,codytheway," Would have been a 8/10
",Good one. Enjoyed the episodes a lot. Worth watching. Koreans series or movies always amuse us.,8
1661,talamasca-93537," The End...
",NAN,8
1662,emillassen-81983," Did we all watch the same show?
","This show is absolutely dreadful, it took me three attempts to get into and gave it on final shot as people were talking about on radio and tv etc. I haven't been this dissapointed since companies add 'Other' to the gender field on applications or sign ups...The show is dull and predictable. Im baffled with what people enjoy about it...even the concept isnt anything new there a at least a dozen game/death films on the market. Based on the reviews I genuinally believe the public are losing the plot and social media is Clearly numbing the brains of most people.",7
1663,asabudeen_jr," The best thing I watched on recent years
","I didn't understand the fame of the series since it's a style that all movies are Ctrl C Ctrl V.Yes, I understand that this review is extremely short, but that's what I found of the series to be extremely shallow and lifeless, it doesn't seem like the characters are people, it feels like they're just characters.",9
1664,wielandmd-05443," Dissapointing
","This is an ok show to watch with an interesting concept. It falls short with its lame and obvious plot twists and has its lengths after episode 6. Can watch, but not a must see.",5
1665,austingarcia-71282," Amazing until the end
",So unique story i love this movie so much i never seen series like this . This a awesome series ever seen omg.,9
1666,jes-11710," Outstanding.
","I absolutely love this show, the story is great, character development, and basically everything keeps you interested in it. I'd say the first 2 episodes aren't as good as the following 7, but that's part of the good stuff. There are many plot twists that blew my mind, and I will defo watch it again <3Something that really made me ""cringe"" were the VIP's. Their scripts didn't feel natural enough and this is something that happens in almost every K-Drama or any Korean movie; they try and force Americans/foreigners in the movie and their scripting is just not good.",10
1667,cranberrygraves," Decent
",One of the best shows I've seen in a long time. Acting was pretty good and the story and plot were crazy.,1
1668,marc_potgieter-17528," Well worth watching
",The first half of the first episode might be a little boring vut the rest of the show is perfect. I couldn't stop watching till the very last minute. It's a MUST watch.,1
1669,torabiaida," No VIPs
","Not bad, but it's being a bit too over hyped. Seen better, seen worse.",10
1670,sakellarimar," I couldn't stop watching till the END!
","Short and to the point: Slow start. I didn't feel invested in the main characters' backstory at all. The survival games are pretty entertaining. Although there's way too much unnecessary gore for my liking. The show does generally a great job at portraying the conflict between survival instinct and preserving one's humanity. Last two episodes felt very predictable, cheesy and extremely cliche. Definitely an overrated show, although one worth watching.Ending notes: watch in original Korean dub with subtitles. The English dub is horrendous - the english voice actors fail to convey emotions in their voices.",9
1671,ravishenoy-69944," Yet another ""emperors new clothes"" Kind of movie from South Korea
","Really interesting and different. Definitely binge worthy.Characters were well played and acted. Managed to keep tension throughout.I felt that the addition of the VIPs didn't lend anything to the story line, however I am hoping in series 2 that this will be explored more.",5
1672,cstujones," Cult classic
","Waiting for season 2.....what am saying ..its a marvellous series,.",7
1673,ymomchil," Overrated
","Boringgg. The story adapted by manga actually that comes from Japan, all of you just follow the hype...
Nxnxndnd
Djxjdjjdd
Jxnxnx.",6
1674,naniab," MORE THAN EXPECTATION!
","Bad acting and vip sucked, i wished this concept was made in usa.",8
1675,pcollenyt," Repetitious Beyond the 1st Episode
",The series starts with a thrilling aspect and with great actors presenting an unforgettable perfomance. The ending could be a potential for season 2 but it couldve been better. Although the VIPs weren't the best actors but other than that the series was an amazing one. I am not a fan of korean cinema but this series and the movie parasite have surely changed my perspective.,10
1676,emil-39227," A sign from the universe
",Got sucked in immediately by all of it. Was blown away by the performances too. Each actor does an incredible job. I too was derailed by the VIP characters' dialogue.,7
1677,kumaramit-63267," Great!!!
","Had no idea what I was going in to, came out of some episodes with tears in my eyes.",5
1678,kumaramit-63267," Great!!!
","Keeps you hooked right up till the end, brilliant, with amazing twists!",8
1679,tremonxd," VIPs acting is GOOD! Proof
","Squid Game is one of the most interesting and gripping shows I've watched in a while. It grabbed my attention and kept it, and while that doesn't take a lot to do, this one made me come back again and again. It's creative, the atmosphere it creates is truly unique, and it shows a horrific perversion of the human mind, both in the VIPs and the Front Man himself.The VIPs were okay. I thought the character design and writing was spot on for what they wanted to portray, but the actors were definitely sub-par. Seems like everybody has said this already though, so I don't need to say much about it.Definitely a 9/10 for me. I'll come back and rewatch it when season 2 (hopefully) airs.",9
1680,devinelq," Good in general but
","Great show, the VIP's are suck, speaks like they were reciting poem and over acting.",6
1681,mirkomarovicvg," Not bad, but predictable
","Unbelievable story and character behaviours. Characters impossible to care about or have interest in. Awful over-acting. Genuinely embarrassing CGI at one point. Too much stuff that's obviously there just 'to be cool' to get clicks. (Put people in suits with masks and people will automatically rate it higher)Reminds me of one of those stupid movies like Cube (1997) you watch just because it's stupid, but this feels like it's trying to be serious and make some type of social commentaries like Parasite (2019) - but is just cringey in its effort.Hints of the Hunger Games, but you can get lost in that fantasy world, this you can't because it's set in the today world.",8
1682,anikulkarni-68344," Get hooked for the ride from episode 1
",NAN,10
1683,briareos11," It has been done before........better!
","Like a lot of people I was told that this was a good show and should watch it, so I did and wasn't disappointed. It was full of mystery, action, suspense, and definitely emotion. Each episode was as good as the last and it all came to an epic conclusion. Although I won't spoil it. Anyway 8/10 would recommend.Although there was one problem, there were absolutely 0 squids!",1
1684,matthewjleming," Yes, the VIPs sucked, but that didn't ruin the series
",Seriously?8.3?The ending is absolutely illogical.,8
1685,zakariasnl," Awesome!
","When I first saw the trailer, I knew I would watch this show in one day. It is a nice thriller drama that kept me hook throughout. The games that were played and the relationships between the characters is what got me into this show even more. Ending was somewhat predictable, but it was still a good show to watch. I do recommend for you to watch it.",5
1686,aysegulsalgur-24900," May cause psychological damage in young people
",NAN,9
1687,zadavora," Story about rich ppl killing poor ppl for fun
",NAN,9
1688,kh-39648," It is not perfect. But It was very entertaining
",The trailer is much much much more exciting than the actual series. The episodes are not as thrilling as promised and is filled with unnecessary conversations.. this is a waste of time. It does have good graphics though..,10
1689,accountingprof," Gi-Hun is played by Lee Jung-Jae
","Was released today and I was hooked by the first 20 minutes. I finished it all the same day , if there was more seasons I would've been watching the next episodes as I'm typing this up right now. Very good series that will have you at the edge of your seat with many twists and turns. Once you think you know what's coming next , it hits you with a curveball. Highly recommended .You can watch this in one day easily as I did & it was just released a couple hours ago haha .",8
1690,chinonyumax," Boring games and Everyone's a saint?
","A true survival series and extremely suspenseful. Enjoy it, well worth it!!!",2
1691,hood-86806," Predictable but Enjoyable
",Yes very unique content most powerful never miss. Most enjoyable.,7
1692,aitchess," Great show but
",This show?! I have no words?! Really good 10/10!! I am amazed.,10
1693,Mic_sc," My first Korean TV series Wao...
","Wow! This should an award series of 2021 in Netflix. The story does contain both funny and horror at the same time. In fact, those actors were all perfect for those roles and it really draws your attention to chase the episode like crazy!Even in these covid times, this film creator and director does know how to pull audiences with a mix of keeping the tradition but develop modern series!Thank you so much for this wonderful series!",10
1694,izabellafadel," Wow!
","The film making, characters, acting and premise was absolutely brilliant.I did find myself rolling my eyes more times than I'd hoped as characters made completely illogical decisions (I'm looking at you Ali) which conveniently fit the plot. I feel like it was cheap story telling that the writers thought the viewer wouldn't notice.The voice actors for the VIP's were horrific but hey it is a Korean series.Overall I'd give a 7.8.",5
1695,marahlozi," Great start, goes downhill from there...
","This show is the best versions of a genre which has been done before. It's just unbelievably aesthetic, gripping and full of suspense. Some episodes are funny and some are very heavy. The season ending is perfect and fulfilling.",1
1696,kaliwowjiyeon," Not worth the hype!
","The show is great games in show is simple and easy for all people in the country religious to play but the show also has disadvantages that has a lot details that not make sense in show, also the plot twists are easy to predict. At this point Alice in Boderland is better.",9
1697,ezgisesilc," very good but Were some scenes really necessary?
",NAN,7
1698,firiozifirion," Amazing acting.
","Pretty Entertaining.!!It's the first time I've seen Lee Jung-Jae in a series. I know this will be good. I've watched movies where he starred in and most of them are so good. If you liked Battle Royale, Saw, or any other Survival Movies/Series and enjoy plots that involve thinking, psychology and strategy , Do Not Miss this out.The Western actors though are so bad at acting.Warning : A scene contains flashing lights that may cause discomfort or trigger seizure for people sensitive to light.",9
1699,jhitsugaya," Enjoyable, but overrated and seriously flawed
","Was not expecting how deeply it makes you feel for all of the characters, there's a real connection you feel which makes you want them to win even more. Great plot with unexpected twists, would recommend this to everyone I know and anyone reading this.",10
1700,tylerjonahlorette," Overrated but still very good
",NAN,10
1701,yannicmaurer," Great Show!
","Wow, this show had me hooked from the first episode. I've never been able to watch dubbed shows before but this was an exception! Watched every episode last night... amazing story and actors. If this was a movie it probably would have seemed ""cheesy"" to many Americans. I'm so glad they made it a tv show with plenty of time to build the characters and get the story right!",10
1702,justinwalker-76100," Worst Drama EVER!
",RECOMMENDED. Finished this in one night. I cant stop watching it. Worth every episodes.,7
1703,callumbawden," Well worth a watch..but some advisories..
","Honestly the best tv show i've ever watched. Recommend it definitely 100%. Everyone should watch it, I finished the whole season in a day and a half.",1
1704,justinpengahs," VERY GOOD SHOW UNTIL EPISODE 7
",NAN,7
1705,nhiphuonghuynh," Worth binge-watching!
",NAN,7
1706,jaeyeon_jung," Definitely one of the most well-made Netflix shows by Korea
",The show was epic!!!! But I want to know who sing that cover of fly me to the moon!!! I know that's not Renee olstead!!! Who is it!???,1
1707,petrosavgousti," Wow
",I'm Korean and felt sorry for the poor translation. The frontman and other masked people all spoke Korean in a strange way. I think the director deliberately created a bizarreness through the horrible acting of people involved in the game including VIPs.,2
1708,ashleycook-40861," Great show overall!
",NAN,10
1709,darioc-94844," Very trivial...
","I really didn't expect that much when I started to watch this serie. I finaly binged it and loved it. Got sticked in front of the screen. I really liked the scenario and the acting. A very surprising serie that I suggest you to watch. Be aware however, this is brutal visualy and emotionaly.",9
1710,yordiugent," Sensational but so many production errors
","It made me shed a few tears, not gonna lie. But it's a great show for being a Netflix Original.",8
1711,minionabir," One of the best series of 2021
",NAN,5
1712,iclaudius-72551," Keeps you on edge of seat
",NAN,10
1713,ingohere," overrated series
","Squid game has set an extremely high bar for other shows of this genre. It is intense. It is raw. It is an emotional roller coaster. This is a masterpiece throughout. I actually felt that the poor VIP acting was a good metaphor of modern Hollywood when compared to the incredible performances by some of the main cast members here. I sincerely hope they continue the series in the same style and it does not get the SAW franchise treatment.But Episode 6 - Gganbu.... So powerful. Possibly the best single episode of a show I have ever seen.More, more, more please.",10
1714,zeolujic," Waste of time
",NAN,7
1715,diapetrick," The Blue Danube had a whole new meaning
","The plot:10/10
Characters: 10/10. Cast:10/10
Everything was amazing. It is pretty short but a lot happened. Its a rollercoaster of emotions. Definitely recommend.",8
1716,gs-27537," Great plot but acting...
",The best K Netflix Series I've seen recently.Hope they will release season 2 and 3 and moreeeee!!,8
1717,wsshrimper-05531," Eye Watering
",It was fun and interesting in the first. But got boring eventually and the last episode was way too long. I even fell asleep in the last episode. The ending was just nonsense.,10
1718,shadhirm," Wonderful and loved every bit of it!
","I've never watched a series like this before. From the characters behavior's stand due the game time to pains in their civil life is effect your brain in the existential sense way. They show us mankind could do everything for some stupid piece of paper with a small games that we played in our childhood. On the other hand as the games progress, you witness other games played behind the scenes and the taste of the series starts to get better. Omg! I don't want to give you spoiler! Just watch it. I hope the second season will airs.",1
1719,thedkin," Great and i have suggestion to make
","Poetic yet Gruesome, the story shows the harsh reality of the world through a fictional series, modern slavery. They director succesfully make the audience to have roller coaster of emotions: suspense,relief,grief. They also give attention to small details that made the story truly brings out. The actors also played their role really well, enough that bond were built between the audience and the actors.",8
1720,eblee-29603," Great Show!
",NAN,10
1721,mirfattahibme," Entertaining
",One of the greatest shows I have seen in years. The VIP actors ruïned some parts unfortunately.,1
1722,rukhsaargulzar-49450," My eyes hurt
","The switch from game to Vip lost my suspense a bit, as well as the Vip's couldn't act.But other than that an amazing nail biting show with amazing sets and actors.",9
1723,suhaibalnaji," VIP hate
","The acting, and graphic was good, the cast's acting me have no complain at all, its awesome, me love it.But, how about the story? Well, I would say the whole story was good, but there is some part that confusing, there is a lot of detail that need to be explained, I hope they explain the details in next season.",9
1724,degonyte," An entertaining and addictive series with an occasionally shallow plot
",It's super dark and intriguing and shows the lengths different humans will go out of greed. Messed with me a lot though sheesh.,10
1725,philmeekings," So bad It made me angry
","Honestly, this show puts a new meaning to Korean series. My boyfriend always thoughts my obsessions was in vain but come on! Even he admits this show is fire.",9
1726,sebhkcikz," Overrated
","Squid game offers everything you can ask for in a guilty pleasure gore filled thriller. They also take their time to really flush out the characters even with such a diverse cast, highlighting all aspects of humanity that would expect to see in a game of life and death.With a 9 episode run for this 1st season it's a great weekend binge show.",1
1727,patsimmel," Awesome!
","Dynamic, involved, exciting, suspenseful and clever, with a vast array of interesting characters. Hopefully this series puts Korea on the map more as a source of great film and tv.",8
1728,rajeshbkum," Very Good Entertaining series
",NAN,1
1729,zseda-52661," Miscalculation
","What an amazing series taking you on a roller coaster of emotions, we couldn't stop watching it. I agree with the other viewers that the VIP acting was rubbish but equally I think they are meant to represent caricatures of the most vile people who enjoy killing for sport. Wow the acting though from the Korean cast is first rate and the story line has a deeper message for all of us. Episode 6 had me wrecked!",9
1730,mn_hamad," Extremely overrated
","It's disturbing but all the more entertaining for it. I rarely watch series with a plot, let alone that fast (took me less than 4 days, which is super unusual for me). Read some reviews saying there was no character development but I will have to disagree. All major character change from ep 1 to their last respective scene. Some scenes were very emotional as well, ep 6 had me sobbing. The acting by the VIP's was a bit off-putting but ultimately didn't bother me as much. I loved the games too, being of Korean descent. Only the 5th game was somewhat out of order and dragged a bit. The additional storylines around the games made it even more real, somehow. There are some open ends which have me looking forward to the 2nd season.",6
1731,leontiosp," Just fantastic!
",NAN,5
1732,chhatbarsanket," It's really a good show 😊😊
","There's something about Korean shows on Netflix always hitting the gold spot. Furthermore, so excited for another season.",10
1733,samojloskaemi," Conflicted
","Complete garbage soap, shallow and vapid characters, interactions, dialogue, garbage cinematography and picture quality, godawful choreography and camerawork. Scenes and setting both looking like haphazard trash, while also being excessively extended and serving no purpose at all. The show simply capitalizes on vulgarity and shock factor to attract lowbrow audiences.",1
1734,tanzhiliang," -2 stars for the VIPs
",NAN,10
1735,benbrownoufc," Not perfect but still great
",NAN,9
1736,alvingwp," Do not hesitate, just watch it!
","Every actor is fantastic performance
Great story great direction all best.",1
1737,woodc-61929," Most Over hyped series ever?
",Very interesting movie and the game seems easy yet super tricky. My favourite part is the honeycomb game.,10
1738,hib-93489," Genius
","On first episode meeting the girl who stole his money was a mistake from the director because it showed how easy I could predict what happens next . Last episode has many faults
I enjoyed the series but I hoped the scenario would be smarter than what I saw 😔",10
1739,k_ocampo," Best show
",NAN,10
1740,stefanloki," Terrible ending
","Seriously, you guys really didn't know who was behind it? Didn't you really figure out very early on who the Leader was? Every plot of this show was outrageously announced by the director/acting. I give it a 5 because the idea is excellent! Out of the box. But the execution was terrible. It is a very serious mistake to let the viewer know the most important plot of the show in the FIRST EPISODE!!!!!I understand the folks with grades 9, 10. I believe there is a little more repertoire missing.",10
1741,ntkbiiii," 9/10 my first review
","Just a silly scenario, with a big investment, and a cheesy end. Please stop comparing it to Casa de Papel.",9
1742,abanoubgerges-52814," A fantastic series
","I hate movies/shows with subtitles but, I absolutely loved this show!!",6
1743,lechantreclarisse," Loving !
",NAN,2
1744,ramaalkhadra," Finally good show
",I thought it was just something to put on but I ended up watching it twice 😍,9
1745,Twitwo194," Trash Series. Predictable, boring, bad acting
",HOW DO I START THE EPISODEEE???????!!!!!Just enibodey help me whit this plissss.,6
1746,sbonomi-98279," Great show w one obvious issue
",NAN,7
1747,sankalp-90462," Kaiji Ultimate Survivor
",The movie tries to show the humanity but doesn't really make sense.,2
1748,fgcvjkr," almost 10/10
","The story is set in secret Island. It is about of a group of people who risk their lives in a mysterious game of survival with a reward of 45,6 billions won (32 million euro).My opinion about this series, I think it's one of the best serie that I have seen. It holds in suspence and we can't wait to know the end. I recommend it to you 100 %, looking forward to the second season.",4
1749,autisticat," Visually appealing and not new
","I've watches it all in one night and it was good, but it was killing me emotionally trough all episodes so the last two I essentially just skipped trough. I'm not sure if it was worth it, it's a good psychological thriller though.",10
1750,danieljamiri," Plot-Driven, Action-Packed. Ultimately Shallow
",This show is very deep and meaningful. There's life lessons you can learn from watching this. It's suspenseful and gruesome. I finished 9 episodes in 2 days and almost dislocated my jaw. Loved it and hoping for Season 2!,2
1751,krysyx," Korean tv shows are amazing...
",The korean drama always impresse us.you just have to watch it.,1
1752,ymoeini," Overrate
","Definitely in my Top 3 of K-Dramas. Just watch in Korean with subtitles because dubbed versions are never authentic and just so cringey (in general, please watch your shows in the original language).And yes, the VIPs were horrible but luckily they only played a small role. However, the main actors were incredible and definitely deserve an award!",10
1753,joshhendricks-86181," My Reaction.
","I feel I'm quite hard to please when it comes to to shows and movies, but this was really really great to watch. Never wanted it to end
The subtitles/dub don't match up so it's kind of take your pick what you want to translate it all as but it doesn't take anything away from the actual show.",9
1754,jankaskorecova," Highly Recommended
",NAN,4
1755,ricobego," Garbage
",NAN,9
1756,rajaditya-77769," Just An owesome
",Squid Game reflects Korean society very deeply. All characters could be found in real Korean society. Worth watching! Only minus was very bad VIPs acting.,10
1757,shrouqmakki," BEST KDRAMA OF 2021
",NAN,10
1758,prkzipp," so so good!
","I found the beginning of the first episode to be extremely slow paced and I instantly disliked the main character I was seconds from turning it off and giving up on this show but then finally...... bam! It gets interesting and extremely bloody and thrilling and I couldn't stop watching and found myself often wondering what I would do if in their situation. The main character became less annoying and I eventually grew to enjoy him as a character and really rooting for him. I actually guessed the twist very earliest but enjoyed it none the less. Do not watch it you can't stand senseless violence, blood or are squeamish.",9
1759,mariamhamdi-71910," A super great exciting series 👏🏻👏🏻👏🏻👏🏻
","Boring and sucks.You will waste your time, it should be 1 star rating.",10
1760,rohan-27266," Wow
","Dramatic uniform, dramatic instagrammable masks. The plot is so forced. Nothing is thrilling. Too overrated i think.",9
1761,selinyucell," Confused about the show..
",Must Watch if you're interested in horror/dark scenes.,8
1762,lolo-91178," Overrated
",Biasa aja overhype series.basic gore series. Not worth to watch. They should make it movie not series.,1
1763,hanks-47863," Bloody excellent
","Firstly this is a great series - probably the best Korean series I have watched (and I love Korean series').HOWEVER, I had this strange feeling in the back of my mind the whole time watching Squid Game, that I had seen this somewhere before, many years earlier in a Euro movie starring Max Von Sydow.Anyone else seen INTACTO?",9
1764,zachfrange," Over hyped
",Brings nothing new to an already over saturated genre.,9
1765,aragadani," Pretty solid storyline
",The worst series ive ever watched i swear it is so bad and awful !!!Like how can you enjoy watching such thing seriously? I wasted my time watching it 🤢,8
1766,felizundia," Very bad
","The psychological dimension of the script is well written. Once you know the new game u can figure out what will happen next. The story is somehow acceptable Acting is good, not great. The best part for me is in Episode 5 when the game manager is speaking about the equality.",3
1767,drayabadr," Stupid ending ruined the show and my weekend
","I have enjoyed alot of films and I find predictablity destroys a film. Now days hollywood goes so far to try and throw people that it has become predictable and frankly unbelieveable. But with this series I found myself on the edge of my seat questioning everything and genuinely and believeably caught of guard. Its not just brilliantly written and visually impressive but the ethical turmoil will make you reflect on the very foundation of human morals in a way I have never seen before. Very very good visuals, brilliantly told story and refreshing.",9
1768,parminderkhattra-76859," Must watch movie
",NAN,9
1769,inass-ba," This series is not original. VIPs acting horrible
","I didn't have any expectations as I hadn't read or heard any reviews of the show. I've seen the show pop up every day on my Netflix page and I'm glad I ended up watching it. The stage set, the storyline shows another level of creativeness which is rare nowadays. All in all great show, in my opinion it would be best for it to leave it as it is, without a second season...",6
1770,erfandj," bad
",NAN,9
1771,gfhelalkhan," One of the best Mind Blowing Drama series I've ever seen.
","It's the best korian series ever, what can i say. Absolutely fabulous.",10
1772,siwonest-48234," WOW! Get Me Hooked
","The show has a plot that focuses on multiple people who are in a financial crisis, that engage in a death game with the last person standing winning a lot of cash. The way the games are done builds up anticipation of what is to come next , leaving audiences on the edge of fear and anxiety until eventually it unfolds into shock , as they see that in these games no life is spared. As for the actors , every actor does a great job of playing each character that has their own unique character traits . Overall , in my honest opinion everything was executed wonderfully from the music , the cinematography , plot , characters , and much more. Truly , if you haven't watch the show yet I promise that if you do watch it , you will be stunned by it and will be left wanting to see more.",9
1773,hij-42438," farfetched story...
","Definitely best watched in Korean with English subtitles.Incredible acting, great story line, have already watched twice and will probably watch again. Plenty of little moments that add to the story.",10
1774,pjreview," not great but good
",Warning graphic violence Warning....when watching your favorite will addiction on tv show whole 9 episodes is great on Netflix.,10
1775,haremgardi," Best
","Just an artistic rollercoaster.The idea is so simple, but the execution is masterful.It got so much depth to it, unbelievable.",10
1776,serenahyde," Need a season 2
","They just suck. Everything about them is just bad, they were build up to be so cool but so disappointed.",9
1777,mmvsuriyaprakash," Excellent making and thrilling
",NAN,7
1778,cavefe-17658," awesome series
",NAN,10
1779,jeanmessadie," Great Series
",It's a good serie to watch and it has a good story if you just dont think about what's gonna happen.,9
1780,laheyanthony," Push through the first episode
","Its a best 21st Century watch, it has technology, drama, thrill, action, dramedy, gore and what not . . . Impressive work by the Koreans.",5
1781,gautammehta-40550," 10 thumbs down
","Personally I found squid game a bit boring and sort of emotionless. I watched Alice in borderland soon after it came out, last year and I loved that and thought I'd probably like squid game. But I must say I much preferred Alice in borderland, the characters were far more gripping and showed much more emotion. Out of the dramas I've watched recently (I'll include Alice in borderland); Vincenzo, Sweet Home, Alice in borderland and Squid game. Squid game is definitely my least favourite.It had a lot of plot holes and it didn't really seem to go anywhere. Squid game has definitely got too much hype.If you want a really good drama to watch, go watch Vincenzo. It's absolutely amazing and has a really interesting premise which it pulls off perfectly. ""Chef's kiss"".",9
1782,csekulinstmargaret," 067 can step on me
","How could this becomes a hit, do people like this much of violence, this series is so cruel.",2
1783,sirikbharat," Story and all things are good but The concept if a new one in the web series world
",NAN,9
1784,vashisthtanish," Anime==squid game
",".Nice and creative story, but failed to deliver it as a horror or thriller show..Too many long , boring and silly conversations.",9
1785,ontheroof-30164," So Much Potential
",Good. It is a good series.esta muy bien.and It was so satisfying.,7
1786,tripathinalinbhai," The most disturbing movie
","The setting was standard for a death game show, but the main characters' writing was splendid, and there is character growth which is rare.",10
1787,mikaylagchen," Squid Sequela
",NAN,10
1788,artlesshand-32572," It's a okay show, doesn't keep up with the hype tho
",NAN,9
1789,srithansama," Captivating yet unsatisfactory
","I don't think it's worth the hype, the games were overall boring and dragged out far too long.I didn't find any of the characters particularly likeable, some were just outright annoying from the off.It's probably worth a watch if you've nothing else, but it doesn't leave a lasting impression like any other series of similar storyline.",9
1790,prousejulia," Just brilliant
","This show draws you in and it keeps you hooked. The acting and character development is so good that you truly feel for the characters, which makes their demise that much more heart wrenching.",10
